ID,name,product_type,skin_type,price,rating
8468,Smoothing Beard Fluid,Men's Shaving,dry,76.3,2.8
8469,Bubble Mask Detoxifying & Oxygenating,Mask,dry,64.2,2.4
8470,Energizing Moisture Gel,Gel,dry,39.3,2.0
8471,Super Gentle Shaving Foam,Men's Shaving,oily,139.4,2.4
8472,Exfoliating Facial Scrub,Facial Exfoliator,oily,134.9,1.8
8473,Moisturizing Balm for Sensitive Skin,Balm,sensitive,60.3,3.7
8474,Sugar Body Scrub,Exfoliators & Scrubs,oily,65.4,2.7
8475,Whipped Cream Body Moisturizer,Cream,sensitive,101.1,1.6
8476,Bamboo Charcoal Exfoliating Body Sponge,Body,oily,44.6,2.5
8479,Sonic Airbrush Sponge,Face,oily,11.5,3.3
8480,Hide and Sleek Skinny Foundation Retractable Brush,Face,dry,10.0,2.3
8481,Hide and Sleek Skinny Cheek Contour Brush,Face,sensitive,20.8,3.6
8482,Hide and Sleek Retractable Buffing Brush,Face,sensitive,121.1,2.8
8483,Hide and Sleek Skinny Lip Retractable Brush,Lip,dry,55.2,1.5
8484,Color At Every Turn Retractable,Face,sensitive,70.6,2.7
8485,Press Play Foundation Touch Up Pen,Face,dry,104.6,1.6
8486,Retractable Kabuki Brush,Face,dry,137.2,3.1
8487,Pro Crease Brush #10,Eye,oily,69.5,2.9
8488,Classic Must Have Foundation Brush #10,Face,oily,19.5,2.6
8489,Pro Angled Shadow Brush #13,Eye,dry,67.6,2.4
8490,Classic Sheer Complexion #11,Face,sensitive,53.8,2.1
8491,Pro Smudge Brush #11,Eye,oily,34.4,3.1
8492,Pro Allover Shadow Brush #12,Eye,oily,51.4,2.6
8493,Pro Shadow Brush #14,Eye,sensitive,10.7,2.5
8494,Pro Small Shadow Brush #15,Eye,dry,25.5,2.4
8495,Pro Domed Crease Brush #16,Eye,oily,41.2,2.9
8496,Pro Shader Brush #18,Eye,sensitive,140.7,3.2
8497,Pro Tapered Crease #19,Eye,dry,111.8,4.1
8498,Pro Brow Brush #20,Eye,sensitive,91.2,2.3
8499,Classic Perfecting Concealer Brush #20,Eye,sensitive,87.0,2.3
8500,Pro Brow Comb #21,Eye,dry,49.0,2.2
8501,Classic Multitasker Concealer Brush #21,Face,oily,98.0,3.5
8502,Pro Angled Liner Brush #22,Eye,oily,71.7,2.5
8503,Pro Bent Liner Brush #23,Eye,sensitive,55.7,3.0
8504,Pro Smoky Liner #24,Eye,dry,122.5,2.9
8505,Pro Flat Liner Brush #25,Eye,dry,124.1,1.4
8506,Pro Gel Liner Brush #26,"Eye
",oily,95.4,2.6
8507,Pro Cream Shadow Brush #28,Eye,dry,74.7,2.3
8508,Classic Must Have Large Powder Brush #30,Face,dry,118.3,2.2
8509,Classic Uniform Complexion Powder Brush #31,Face,oily,15.3,2.5
8510,Pro Tightline Liner #32,Eye,dry,24.7,3.1
8511,Pro Tapered Liner Brush #33,Eye,sensitive,85.0,3.8
8512,Pro Pointed Brow #35,Eye,sensitive,108.2,2.3
8513,Pro Brow Contour #36,Eye,sensitive,10.2,2.4
8514,Pro Winged Liner #37,Eye,oily,73.0,1.6
8515,Pro Featherweight Crease Brush #38,Eye,dry,84.4,3.4
8516,Pro Grooming Brow Brush #39,Eye,sensitive,37.3,2.6
8517,Pro Flawless Powder Brush #40,Face,sensitive,25.0,2.2
8518,Pro Large Domed Stippling Brush #41,Face,sensitive,30.4,2.9
8519,Pro Small Stippling Brush #42,Face,oily,138.4,2.3
8520,Classic Synthetic Complexion Powder Brush #43,Face,dry,99.7,2.1
8521,Pro Stippling Brush #44,Face,oily,81.4,3.1
8522,Classic Bronzer Brush #44,Face,sensitive,24.0,3.1
8523,Pro Precision Concealer Brush #45,Face,dry,86.0,3.2
8524,Classic Multitasker Brush #45,Face,dry,26.0,3.5
8525,Classic Mini Multitasker Brush #45.5,Face,sensitive,98.8,2.7
8526,Pro Flawless Bronzer Brush #46,Face,dry,103.8,2.0
8527,Pro Foundation #47,Face,oily,60.2,2.7
8528,Classic Natural Kabuki Brush #48,Face,oily,39.1,2.7
8529,Classic Must Have Angled Blush Brush #50,Face,sensitive,12.2,2.6
8530,Pro Flawless Light Powder Brush #50,Face,sensitive,131.8,1.8
8531,Pro Stippling Concealer #52,Face,dry,104.0,3.4
8532,Classic Contour Powder Brush #52,Face,oily,142.4,2.8
8533,Classic Setting Powder Brush #53,Face,oily,77.8,2.0
8534,Pro Full Coverage Airbrush #53,Face,dry,44.2,2.2
8535,Pro Full Coverage Airbrush #53XL,Face,sensitive,126.9,3.4
8536,Pro Mini Full Coverage Airbrush #53.5,Face,sensitive,109.9,2.1
8537,Pro Airbrush Blush Brush #54,Face,sensitive,89.2,2.3
8538,Classic Multitasker Blush Brush #54,Face,dry,81.2,1.6
8539,Classic Multitasker Contour #55,Face,dry,31.6,2.8
8540,Pro Airbrush #55,Face,dry,72.6,1.7
8541,Pro Mini Airbrush #55.5,Face,dry,143.5,2.5
8542,Precious Elements Pro Mini Airbrush #55.5,Face,oily,103.6,2.7
8543,Pro Flawless Airbrush #56,Face,dry,54.3,2.3
8544,Pro Airbrush Concealer Brush #57,Face,sensitive,87.6,2.3
8545,Pro Precision Powder Brush #59,Face,sensitive,18.3,2.8
8546,Classic Must Have Powder Shadow Brush #60,Eye,sensitive,133.3,2.1
8547,Classic Precision Powder Shadow Brush #61,Eye,dry,71.8,1.7
8548,Pro Allover Powder Brush #61,Face,sensitive,129.9,3.2
8549,Classic Large Powder Shadow #62,Eye,sensitive,138.2,3.0
8550,Pro Liquid Foundation #63,Face,oily,61.5,1.9
8551,Pro Press Full Coverage Complexion Brush #66,Face,dry,32.6,2.0
8552,Pro Press Full Coverage Precision Brush #67,Face,dry,75.1,1.9
8553,Classic Must Have Smudge Brush #70,Eye,sensitive,27.2,2.5
8554,Classic Crease Shadow Brush #73,Eye,sensitive,137.9,1.9
8555,Pro Small Blush and Contour Brush #74,Face,sensitive,43.2,1.0
8556,Pro Angled Contour Brush #75,Face,dry,45.7,2.3
8557,Pro Flat Concealer #76,Face,sensitive,124.7,3.0
8558,Pro Contour Blender #77,Face,oily,146.3,2.4
8559,Pro Airbrush Blender #78,Face,oily,78.5,2.6
8560,Pro Contour Brush #79,Face,dry,22.5,2.5
8561,Pro Contour Highlight Brush #80,Face,oily,36.5,3.5
8562,Pro Angled Lip #84,Lip,oily,20.7,3.2
8563,Classic Must Have Angled Liner Brush #90,Eye,oily,57.1,2.4
8564,Pro Featherweight Complexion Brush #90,Face,sensitive,75.6,2.9
8565,Pro Featherweight Powder Brush #91,Face,dry,118.9,1.6
8566,Pro Featherweight Fan Brush #92,Face,sensitive,79.1,2.8
8567,Classic Precision Liner Brush #92,Eye,oily,118.6,2.0
8568,Pro Featherweight Blending Brush #93,Face,dry,84.8,2.5
8569,Classic Brow Filler Brush #100,Eye,dry,40.1,2.5
8570,Pro Visionary Precision Contour #132,Face,oily,105.8,2.4
8571,Pro Visionary Bullet Crease Brush #221,Eye,sensitive,38.7,3.6
8572,See Both Sides Retractable Brush,Face,sensitive,37.2,3.7
8573,hakuho-do + Sephora PRO Wedge Sloping Powder Brush,Face,oily,55.8,2.9
8574,hakuho-do + Sephora PRO Large Teardop Pointed Powder Brush,Face,dry,66.4,2.0
8575,hakuho-do + Sephora PRO Fan Cheek Brush,Face,dry,76.5,1.9
8576,hakuho-do + Sephora PRO Small Teardrop Pointed Highlighter,Face,oily,129.6,3.1
8577,High and Dry High Density Sponge,Tools,sensitive,42.5,2.1
8578,Painter: Airbrush Sponge,Tools,oily,10.7,3.0
8579,The Perfectionist: Airbrush Sponge,Tools,oily,60.1,1.9
8580,Heart-to-heart Makeup Sponges,Tools,dry,59.6,2.9
8581,Smooth Delivery Makeup Sponges,Tools,dry,97.1,2.1
8582,Soft Press Mini Velour Puffs,Tools,oily,75.4,2.8
8583,Confetti Sponge Tip Applicators,Tools,dry,18.7,2.0
8584,Cosmetic Sponge Wheel,Tools,sensitive,83.9,2.6
8585,Disposable Mascara Wands,Tools,dry,107.7,2.0
8586,Compact Foundation Sponges,Tools,oily,146.5,2.1
8587,Blast: Ceramic Ionic Blow Dryer,Hair Tools,oily,48.4,3.4
8588,Lift Off Lash Comb,Tools,oily,82.2,2.2
8589,Mini Blast Travel Ionic Blow Dryer,Hair Tools,oily,100.2,3.5
8590,Express Dry Shampoo,Shampoo,sensitive,82.7,2.7
8591,Gloss: Dual Boar Paddle Brush,Hair Tools,oily,104.4,2.6
8592,Bounce: Mini Round Thermal Ceramic Brush,Hair Tools,dry,99.7,3.4
8593,Ombre Seamless Hair Ties,Hair Tools,sensitive,40.7,2.6
8594,Ribbon Hair Ties,Hair Tools,dry,31.0,2.9
8595,Luxe Combo Travel Brush,Hair Tools,dry,54.3,1.8
8596,Tame: Mini Flat Iron,Hair Tools,oily,112.9,3.5
8597,Sculpt: Curling Icon,Hair Tools,oily,129.4,1.5
8598,Bounce: Large Round Thermal Ceramic Brush,Hair Tools,sensitive,89.1,2.0
8599,Hold it Together Blow Dry Clips,Hair Tools,dry,127.6,2.6
8600,Snag-Free Hair Elastics,Hair Tools,oily,53.1,2.6
8601,Smooth: Ceramic Tourmaline Flat Iron,Hair Tools,oily,122.9,4.1
8602,Bounce: Medium Round Thermal Ceramic Brush,Hair Tools,dry,97.8,3.4
8603,Bump: Boar Teaser,Hair Tools,oily,138.7,2.4
8604,Style: Nylon Paddle Hair Brush,Hair Tools,oily,52.7,2.3
8605,Bob and Weave Set of 8 Woven Hair Ties,Hair Tools,dry,39.0,2.8
8606,Mini Tidy Detangling Comb,Hair Tools,sensitive,105.6,3.6
8607,Tidy: Detangling Comb,Hair Tools,dry,145.4,2.2
8608,Bounce: Small Round Thermal Ceramic Brush,Hair Tools,sensitive,130.1,2.3
8609,Quick Fix: Hair Ties,Hair Tools,oily,102.1,2.3
8610,Beaded Hair Ties,Hair Tools,dry,28.5,1.5
8611,Quick Fix: Bobby Pins,Hair Tools,oily,142.1,2.5
8612,Polish: Large Round Vented Dual Hair Brush,Hair Tools,oily,117.0,1.0
8613,Polish: Medium Round Vented Dual Hair Brush,Hair Tools,oily,111.9,2.3
8614,Groom: Vented Dual Boar Hair Brush,Hair Tools,sensitive,74.1,2.0
8615,High Dive Neoprene Hair Ties,Hair Tools,oily,31.2,2.3
8616,Day to Night Hair Barrette,Hair Tools,dry,51.4,2.3
8617,Bounce: Deluxe Round Thermal Ceramic Brush,Hair Tools,oily,35.4,2.1
8618,Dry Clean dry shampoo,Shampoo,sensitive,144.1,3.2
8619,Look Sharp Pencil Sharpener,Sharpener,sensitive,72.7,2.6
8620,Purifying Brush Shampoo,Brush Cleanser,sensitive,132.3,2.2
8621,The Natural: Citrus Brush Cleaner,Brush Cleanser,dry,44.0,1.2
8622,Perfect Condition Brush Conditioner,Tools,dry,30.1,2.5
8623,Purely Pure Organic Cotton Pads,Tools,sensitive,37.9,3.1
8624,Soft Touch Cotton Pads,Tools,sensitive,61.0,1.8
8625,Eyebrow Touch Up Razor Set,Tools,dry,141.8,2.6
8626,Z Palette,Tools,dry,77.9,2.8
8627,Colorful Eyeshadow Custom Palette Case,Tools,sensitive,90.0,3.1
8628,Dry Revive: Dry Body Brush,Body,dry,68.1,2.2
8629,Level Setter Razors,Tools,sensitive,74.6,2.4
8630,Small Sharpener,Sharpener,sensitive,104.6,3.5
8631,Eco Biodegradable Sharpener,Sharpener,sensitive,136.9,2.6
8632,Bright Future Color Corrector,Liquid,sensitive,53.8,2.7
8633,Contouring Face Palette,Face Palette,dry,132.3,1.7
8634,Contouring 101 Highlighter,Powder,sensitive,117.2,1.8
8635,Contouring 101 Contour,Powder,oily,117.0,3.3
8636,MicroSmooth Baked Sculpting Contour Trio,Face Palette,dry,93.6,2.3
8637,MicroSmooth Baked Blush,Powder,sensitive,58.1,2.0
8638,MicroSmooth Baked Bronzer,Powder,sensitive,89.5,1.8
8639,Highlight Lowlight Face Contour Duo,Dual-Ended,dry,90.1,1.3
8640,Highlight Lowlight Contour,Cream,oily,103.2,3.7
8641,Highlight Lowlight Highlighter,Cream,sensitive,29.2,2.4
8642,MicroSmooth Baked Blush Duo,Face Palette,dry,68.0,2.5
8643,MicroSmooth Baked Bronzer Duo,Face Palette,dry,24.7,3.0
8644,Blush Face Palette,Face Palette,oily,125.2,2.6
8645,Blush 101 Blush,Powder,sensitive,123.3,2.6
8646,Blush 101 Face Palette,Face Palette,oily,91.5,3.9
8647,Blush 101 Luminizer,Powder,oily,73.8,2.6
8648,MicroSmooth Baked Eyeshadow Trio,Eye Palette,oily,90.4,2.1
8649,Microsmooth Baked Eyeshadow,Powder,dry,146.9,1.2
8650,Blockbuster Palette,Makeup Palette,oily,76.2,3.4
8651,Blockbuster Eyeshadow,Powder,sensitive,56.1,2.8
8652,Blockbuster Lip Gloss,Lipgloss,oily,102.5,3.3
8653,Blockbuster Eyeliner,Cream,oily,63.9,1.6
8654,Blockbuster Blush,Powder,sensitive,103.0,2.4
8655,Eyeshadow Palette,Eye Palette,dry,19.6,3.6
8656,OmbrÃ© Obsession Eyeshadow,Powder,sensitive,134.2,3.1
8657,Brow Stencil Kit,Eye Palette,sensitive,127.3,1.5
8658,Fall in Line Brow Stencil,Tools,oily,33.0,2.3
8659,Fall in Line Brow Tool,Eye,oily,49.0,2.6
8660,Colorful Eyeshadow Filter Palette,Eye Palette,dry,102.3,3.0
8661,Eyebrow Editor Complete Brow Kit,Eye Palette,dry,149.5,3.3
8662,Brow Powder,Powder,dry,111.6,2.5
8663,Setting Brow Wax,Wax,dry,40.3,2.7
8664,Baked Eye and Face Palette,Makeup Palette,dry,145.0,2.2
8665,Baked Eyeshadow,Powder,sensitive,104.9,3.5
8666,Baked Blush,Powder,sensitive,125.1,3.0
8667,Baked Highlighter,Powder,oily,78.1,2.6
8668,Colorful By Craig & Karl,Eye Palette,oily,70.6,2.1
8669,Lip Artist Palette,Lip Palette,sensitive,105.6,2.5
8670,Lip Artist Lipgloss,Lipgloss,sensitive,36.6,3.3
8671,Lip Artist Liquid Lip Color,Liquid,oily,103.5,3.5
8672,Colorful 5 Eyeshadow Palette,Eye Palette,oily,129.6,3.5
8673,Colorful Palette,Eye Palette,sensitive,14.0,1.7
8674,8-Tone Eyeshadow Palette,Eye Palette,dry,138.9,2.5
8675,Tools Of The Trade Brush Set,Makeup Palette,sensitive,55.0,3.0
8676,Powder Brush,Face,dry,89.7,2.9
8677,Small Contour Brush,Face,sensitive,108.2,1.9
8678,Fan Brush,Face,oily,103.5,3.0
8679,Blending Shadow Brush,Eye,dry,143.4,3.2
8680,Precision Shadow Brush,Eye,sensitive,49.4,1.9
8681,Smudge Brush,Eye,sensitive,95.4,3.1
8682,Angled Liner,Eye,sensitive,21.0,2.3
8683,Brow Comb/brush,Eye,sensitive,40.2,0.3
8684,Double Time Double-Ended Brush Set,Dual-Ended,oily,139.0,4.8
8685,Angled Brow Brush,Eye,oily,16.0,2.1
8686,Spoolie,Eye,oily,45.4,2.5
8687,Angled Brush,Eye,sensitive,144.3,3.6
8688,Pointed Foundation Brush,Face,dry,144.7,3.0
8689,Airbrush Brush,Face,dry,41.6,3.3
8690,Perfecting Concealer Brush,Face,oily,14.1,2.9
8691,Buffing Brush,Face,dry,69.5,0
8692,Blush Brush,Face,oily,109.7,0
8693,Eyeliner Brush,Eye,sensitive,76.0,2.5
8694,Allover Brush,Eye,dry,104.0,1.4
8695,Angled Eye Shadow Brush,Eye,oily,109.9,3.9
8696,Flatter Yourself Contour Brush Set,Face Palette,oily,65.2,3.6
8697,Stippling Brush,Face,dry,68.4,2.2
8698,Buffing Blush,Face,dry,60.4,1.7
8699,Angled Blush Brush,Face,dry,113.6,2.8
8700,All A-Glow Contouring Face Palette,Face Palette,sensitive,85.3,2.1
8701,All A Glow Contouring Concealer,Cream,oily,129.6,2.5
8702,All A Glow Contouring Bronzer,Powder,sensitive,119.1,2.6
8703,All A Glow Contouring Powder Blush,Powder,dry,65.9,1.9
8704,All A Glow Contouring Cream Blush,Cream,sensitive,50.1,2.2
8705,All A Glow Contouring Cream Highlighter,Cream,dry,122.1,1.3
8706,All A Glow Contouring Powder Highlighter,Powder,dry,121.6,1.7
8707,Complexion Perfection Brush Set,Face Palette,dry,53.5,0.9
8708,Ridged Foundation Brush,Face,dry,85.4,1.6
8709,Concealer Brush,Face,oily,121.4,3.2
8710,Blemish Concealer Brush,Face,oily,61.3,2.9
8711,Iconic Looks Makeup Palette,Makeup Palette,sensitive,25.3,1.4
8712,Iconic Looks Eyeshadow,Powder,sensitive,32.3,2.2
8713,Iconic Looks Blush,Powder,dry,88.2,2.6
8714,Iconic Looks Lip Gloss,Lipgloss,sensitive,98.1,2.9
8715,Deluxe Charcoal Antibacterial Brush Set,Makeup Palette,oily,83.3,2.4
8716,Large Foundation Brush,Face,oily,99.7,2.6
8717,Precision Sweep,Face,dry,21.0,3.0
8718,Angled Concealer Brush,Face,oily,90.2,2.7
8719,Allover Shadow Brush,Eye,dry,146.6,2.6
8720,Angled Liner Brush,Eye,oily,61.7,3.8
8721,Eye Opening Eye Contour Tutorial Brush Set,Eye Palette,sensitive,94.4,1.5
8722,Large Angled Shadow Brush,Eye,oily,118.0,3.8
8723,Blending Crease Brush,Eye,dry,21.7,4.1
8724,Eye Enhancer Brush,Eye,sensitive,35.1,3.8
8725,Pointed Liner Brush,Eye,sensitive,34.0,2.2
8726,Everyday Eye Brush Set,Eye Palette,dry,136.7,2.8
8727,All Over Shadow Brush,Eye,dry,126.1,1.9
8728,Small Shadow Brush,Eye,dry,71.9,3.8
8729,Angled Shadow Brush,Eye,sensitive,38.9,3.4
8730,Rounded Crease Brush,Eye,oily,61.7,1.5
8731,Flat Liner Brush,Eye,oily,69.8,0.8
8732,Here's The Skinny Brush Wrap,Makeup Palette,oily,85.5,3.0
8733,Hereâ€™s The Skinny Brush Wrap,Makeup Palette,dry,80.5,1.3
8734,Foundation Brush,Face,oily,35.7,2.2
8735,Crease Brush,Eye,sensitive,10.8,3.1
8736,Allover Eye Shadow Brush,Eye,dry,65.6,2.7
8737,SU Easel Brush Set,Makeup Palette,oily,77.9,3.1
8738,Pro Precision Smudge Brush #29,Eye,oily,105.4,1.8
8739,Pro Angled Blush Brush #49,Face,oily,83.1,1.9
8740,Pro Precision Foundation Brush #58,Face,sensitive,110.8,2.7
8741,Pro Precision Blush Brush #73,Face,sensitive,129.8,1.9
8742,Pro Lip Brush #81,Lip,sensitive,141.4,1.3
8743,Advanced Airbrush Set,Makeup Palette,oily,53.7,2.3
8744,Airbrush Powder,Face,oily,37.2,2.9
8745,Airbrush Precision Foundation,Face,dry,101.5,2.6
8746,Airbrush Concealer,Face,dry,33.7,2.1
8747,Airbrush Crease,Eye,sensitive,95.6,2.8
8748,Airbrush Shadow,Eye,oily,120.9,2.5
8749,Full Face Brush Set,Makeup Palette,dry,72.2,1.9
8750,Large Shadow Brush,Eye,sensitive,56.3,2.8
8751,Large Brow Brush,Eye,sensitive,114.2,2.3
8752,Lipstick Jungle Brush Set,Makeup Palette,sensitive,35.4,1.8
8753,Allover Powder Brush,Face,dry,12.1,3.1
8754,Curved Foundation Brush,Face,sensitive,70.2,0.3
8755,Pointed Brow Brush,Eye,oily,130.2,3.3
8756,Break Ups to Make Up Brush Set,Makeup Palette,sensitive,33.8,1.6
8757,Round Powder Brush,Face,sensitive,28.7,2.4
8758,Lip Brush,Lip,oily,59.3,2.0
8759,"My Beauty Notebooks: Eye, Face & Lip Palettes",Makeup Palette,dry,59.5,2.4
8760,Lip Gloss,Lipgloss,sensitive,48.3,3.1
8761,Blush,Powder,sensitive,120.9,4.0
8762,Bronzing Powder,Powder,oily,128.3,2.4
8763,Luminizer,Powder,oily,141.8,1.3
8764,Skinny Brush Wrap,Makeup Palette,sensitive,144.1,3.1
8765,Shadow Brush,Eye,oily,124.1,2.4
8766,Travel Tips Mini Mani Kit,Kits & Sets,sensitive,134.2,2.5
8767,Sapphire Nail File,Nail File,oily,13.0,2.2
8768,Tweezer,Tweezers,dry,94.6,3.0
8769,Cuticle Pusher,Tools,dry,110.2,1.8
8770,Nail Clipper,Tools,dry,76.7,2.5
8771,Scissors,Tools,dry,17.8,3.1
8772,Angled Cuticle Clipper,Tools,sensitive,119.4,1.8
8773,Scissor,Tools,oily,135.0,3.4
8774,Art At Your Fingertips Nail Kit,Kits & Sets,dry,137.8,2.6
8775,Metal Dotting Tool,Tools,dry,128.9,3.0
8776,Flat Brush,Tools,oily,41.0,2.8
8777,Pointed Brush,Tools,sensitive,129.0,2.5
8778,Fine-tip Nail Art Pen,Tools,sensitive,43.3,3.4
8779,Nail Art Set,Dual-Ended,oily,121.2,2.0
8780,Marbling and Dotting Tool,Tools,oily,51.9,3.0
8781,Paint Brush,Tools,dry,110.2,2.7
8782,Tough As Nails Deluxe Manicure Kit,Kits & Sets,sensitive,96.8,2.2
8783,Cuticle Nipper,Tools,sensitive,57.6,2.7
8784,Angled Nail Clipper,Tools,oily,70.0,2.3
8785,Double Ended Cuticle Trimmer,Tools,oily,70.9,2.0
8786,Cuticle Trimmer,Tools,dry,77.2,2.6
8787,Toe Nail Clipper,Tools,oily,135.5,2.7
8788,Mini Lip Gloss Set,Lip Palette,oily,108.1,3.7
8789,Summer 2016 Palette,Makeup Palette,sensitive,60.1,2.3
8790,Amazonian Clay Highlighter,Powder,dry,143.4,2.1
8791,Blush,Powder,oily,21.1,1.8
8792,La Petite Robe Noire Lip Colour,Lipstick,dry,84.1,3.8
8793,La Petite Robe Noir Nail Colour,Nail Color,oily,23.8,3.0
8794,The Neo-Bronzer,Powder,dry,101.1,0.9
8795,5-Colors Eye Shadow Palette,Eye Palette,dry,131.3,2.5
8796,Eye Shadow,Powder,sensitive,92.6,2.2
8797,Glow Subtil Silky CrÃ¨me Highlighter,Cream,dry,133.4,3.2
8798,Metallic Shadow,Powder,sensitive,45.9,2.1
8799,Fall 2016 Amazonian Clay Palette,Eye Palette,oily,89.1,3.0
8800,Amazonian Clay 12-Hour Highlighter,Powder,oily,138.5,2.2
8801,Age Essentials Foundation Makeup,Liquid,oily,123.6,2.7
8802,Infallible Pro-Glow Foundation,Liquid,dry,61.2,1.9
8803,Super City Block BB Cushion Compact Broad Spectrum SPF 50,BB Cream,oily,121.7,2.4
8804,Surreal Real Skin Foundation Wand,Liquid,oily,37.6,3.0
8805,Stay All Day Foundation,Liquid,dry,10.5,1.9
8806,AmazingConcealer Hydrate,Stick,dry,81.7,3.1
8807,AmazingConcealer Illuminate,Liquid,sensitive,140.9,3.6
8808,Cover Click Concealer + Foundation,Cream,dry,75.2,0.9
8809,Perfect Pencil,Stick,oily,55.9,1.7
8810,Fix It 2-In-1 Prime & Conceal,Stick,sensitive,39.7,2.6
8811,Rainforest of the Sea Aquacealer Concealer,Liquid,dry,26.4,2.6
8812,Double Wear Waterproof All Day Extreme Wear Concealer,Cream,oily,126.5,1.2
8813,Vibrancy Argan Oil Foundation Fluid,Liquid,dry,23.7,0.7
8814,TruBlend Liquid Makeup,Liquid,sensitive,107.0,0.8
8815,Baked Liquid Radiance Foundation,Liquid,oily,72.2,3.1
8816,Rice Powder,Loose Setting,dry,113.5,0.8
8817,Take a Deep Breath Cushion Foundation,Liquid,oily,17.4,1.8
8818,Gotcha Covered Concealer,Cream,dry,17.8,3.3
8819,CC Cream,BB Cream,oily,120.2,1.8
8820,Phyto-Pigments Flawless Serum Foundation,Liquid,sensitive,110.7,1.8
8821,Radiance Concealer,Pen,dry,99.5,1.6
8822,bareSkin Complete Coverage Serum Concealer,Liquid,dry,72.3,3.3
8823,Airbrush Concealer,Pen,sensitive,68.7,3.2
8824,Cellular Swiss Ice Crystal Transforming Cream Sunscreen Broad Spectrum SPF 30,BB Cream,sensitive,85.1,3.4
8825,No Concealer Concealer Broad Spectrum SPF 35,Liquid,oily,120.1,2.7
8826,Baked Radiance Cream Concealer,Cream,dry,13.0,0.4
8827,Blemish Ready Concealer,Pencil,dry,95.2,2.1
8828,Cashmere Concealer,Pencil,oily,21.8,3.0
8829,Anti-Blemish Treatment Concealer,Stick,dry,10.0,1.3
8830,24 Hour CC Spot Concealer,Liquid,oily,135.2,2.0
8831,Easy Cover-Up Hydrating Concealer Crayon,Pencil,oily,92.8,2.5
8833,Age Repairing Concealer,Stick,oily,121.3,2.8
8834,Minimalist Corrective Serum Foundation,Liquid,oily,75.5,2.8
8835,Powder Foundation,Pressed Powder,dry,53.8,3.2
8836,E.E. Erase Everything Ultimate Foundation,BB Cream,oily,74.7,2.4
8837,BB Cream,BB Cream,dry,57.8,2.8
8838,About Face Foundation,Liquid,oily,71.2,2.9
8839,Powder Trip Powder Foundation,Pressed Powder,oily,29.7,2.4
8840,Skincognito Stick Foundation,Cream,sensitive,90.8,2.7
8841,Luminous Finish Foundation Concentrate,Liquid,sensitive,57.7,2.2
8842,Matte Finish Foundation Concentrate,Liquid,dry,110.5,2.9
8843,Minimalist Corrective Serum Foundation,Liquid,oily,86.2,2.6
8846,Blurring Mousse Camo Foundation,Cream,sensitive,62.1,3.7
8847,MÃ©tÃ©orites Baby Glow,Liquid,dry,34.8,2.7
8848,Cream Foundation,Cream,dry,129.9,3.1
8849,Flawless Finish Liquid Foundation,Liquid,dry,38.2,2.0
8850,Highlighting Powder,Powder,dry,136.4,1.8
8851,Dual-Intensity Blush Palette,Cheek Palette,sensitive,70.2,3.4
8852,SuperStay Better Skin Powder,Pressed Finishing,oily,16.6,2.3
8853,Double Duty Beauty Shape Tape Contour Concealer,Liquid,sensitive,70.3,3.8
8854,Age Essentials Concealer,Stick,oily,83.0,2.2
8855,SuperStay Better Skin Foundation,Liquid,oily,70.8,1.8
8856,Velvet Touch Finishing Powder,Pressed Setting,dry,131.9,2.9
8857,Clean Matte BB Cream,BB Cream,dry,58.8,2.8
8858,No Foundation Foundation,Liquid,dry,126.3,3.0
8859,No Foundation Foundation Serum,Liquid,dry,18.4,3.2
8860,Everything Tinted Moisturizer SPF 20,Tinted Moisturizer,oily,64.8,1.2
8861,Everything Tinted Moisturizer Oil Free SPF 20,Tinted Moisturizer,oily,67.2,3.3
8862,Everything Cream Foundation,Cream,oily,55.4,2.2
8863,Hydra Touch Powder Foundation,Pressed Powder,dry,73.4,2.5
8864,Concealer,Cream,sensitive,10.1,3.3
8865,Kick Ass Blur & Brighten Concealer Crayon,Pencil,sensitive,80.1,1.7
8866,Full Cover Perfect Finish Concealer,Cream,sensitive,107.3,1.5
8868,Argan Wear Ultra-Nourishing Argan Oil BB Concealer SPF 30,Liquid,dry,107.6,2.8
8869,Nude Wear Touch of Blur,Liquid,dry,103.0,2.5
8870,Phyto-Pigments Perfecting Concealer,Cream,dry,126.5,2.7
8871,Perfection Stick,Pencil,sensitive,123.0,2.3
8872,Skin Foundation Cushion Compact SPF 35,Liquid,sensitive,75.6,2.3
8873,Pure Light,Liquid,sensitive,19.7,2.4
8874,Age Control Foundation,Liquid,oily,39.4,2.0
8875,Flawless Skin Foundation,Liquid,sensitive,10.6,3.3
8876,Stay Matte,Pressed Finishing,sensitive,128.4,2.0
8877,Nude Magique Cushion Foundation (UK),Liquid,oily,133.0,2.9
8878,True Match Super Blendable Liquid Foundation (Asia),Liquid,oily,24.2,2.4
8879,Miracle Cushion Foundation (Int'l),Liquid,sensitive,55.4,1.2
8880,Miracle Cushion Foundation (Intâ€™l),Liquid,oily,106.5,2.2
8881,Infallible 24H Matte Foundation (Int'l),Liquid,sensitive,75.2,3.2
8882,Infallible 24H Matte Foundation (Intâ€™l),Liquid,dry,21.3,1.0
8883,Infallible 24H Stay Fresh Foundation (Int'l),Liquid,sensitive,137.3,2.8
8884,Infallible 24H Stay Fresh Foundation (Intâ€™l),Liquid,sensitive,28.7,2.9
